 0.21758E+00 0.26826E-02 0.00000E+00    14001     1188    3      906 0.416E+04 0.15177E-05  0.21758E+00
   1    0.21113E+00    0.12960E-01    0.27453E+01    0.12933E+02    0.21113E+00
   2    0.21595E+00    0.52469E-02    0.15367E+01    0.41244E+01    0.21595E+00
   3    0.21856E+00    0.32157E-02    0.13160E+01    0.75162E+01    0.21856E+00
