 0.63302E-01 0.57664E-03 0.00000E+00    30001     3934    4     1687 0.267E+05 0.21978E-06  0.63302E-01
   2    0.62055E-01    0.18680E-02    0.19038E+01    0.27387E+01    0.62055E-01
   3    0.63781E-01    0.11720E-02    0.16435E+01    0.20293E+01    0.63781E-01
   4    0.63296E-01    0.70830E-03    0.14155E+01    0.22563E+01    0.63296E-01
