 0.13074E-05 0.35542E-07 0.00000E+00    14001      845    3      153 0.117E+09 0.91273E-11  0.13074E-05
   1    0.11636E-05    0.14274E-06    0.54859E+01    0.16294E-03    0.11636E-05
   2    0.13166E-05    0.80052E-07    0.38455E+01    0.13992E-03    0.13166E-05
   3    0.13143E-05    0.41232E-07    0.28059E+01    0.12497E-03    0.13143E-05
