 0.24104E-05 0.35900E-07 0.00000E+00    62001     4476    5     1134 0.470E+09 0.41467E-11  0.24104E-05
   3    0.26211E-05    0.11299E-06    0.38557E+01    0.35704E-03    0.26211E-05
   4    0.24320E-05    0.55690E-07    0.28965E+01    0.33924E-03    0.24320E-05
   5    0.23885E-05    0.28403E-07    0.21272E+01    0.22180E-03    0.23885E-05
