 0.15629E-06 0.16001E-08 0.00000E+00    30001     2913    4     1301 0.832E+10 0.54189E-12  0.15629E-06
   2    0.15267E-06    0.48562E-08    0.20118E+01    0.44759E-05    0.15267E-06
   3    0.15850E-06    0.33368E-08    0.18830E+01    0.85733E-05    0.15850E-06
   4    0.15607E-06    0.19670E-08    0.15943E+01    0.68097E-05    0.15607E-06
