 0.27695E-24 0.45997E-25 0.00000E+00    31001      413    5        5 0.181E+26 0.18713E-29  0.27695E-24
   3    0.24717E-24    0.83439E-25    0.21350E+02    0.23636E-21    0.24717E-24
   4    0.27516E-24    0.71839E-25    0.23351E+02    0.41850E-21    0.27516E-24
   5    0.29941E-24    0.83661E-25    0.35344E+02    0.99680E-21    0.29941E-24
