 0.25800E+00 0.32174E-02 0.00000E+00    14001      955    3      682 0.264E+04 0.17894E-05  0.25800E+00
   1    0.25233E+00    0.17446E-01    0.30921E+01    0.12415E+02    0.25233E+00
   2    0.26004E+00    0.70664E-02    0.17187E+01    0.11100E+02    0.26004E+00
   3    0.25768E+00    0.36937E-02    0.12821E+01    0.12602E+02    0.25768E+00
