 0.26483E+00 0.29802E-02 0.00000E+00    14001      946    3      941 0.355E+04 0.18361E-05  0.26483E+00
   1    0.25359E+00    0.17200E-01    0.30333E+01    0.97728E+01    0.25359E+00
   2    0.26815E+00    0.68402E-02    0.16133E+01    0.63044E+01    0.26815E+00
   3    0.26440E+00    0.33735E-02    0.11412E+01    0.55135E+01    0.26440E+00
