 0.13042E+01 0.14303E-01 0.00000E+00    62001     4122    5     1011 0.775E+03 0.22615E-05  0.13042E+01
   3    0.12842E+01    0.36422E-01    0.25367E+01    0.48543E+02    0.12842E+01
   4    0.13185E+01    0.27794E-01    0.26665E+01    0.82797E+02    0.13185E+01
   5    0.13026E+01    0.18761E-01    0.25763E+01    0.77136E+02    0.13026E+01
