 0.27760E+00 0.35429E-02 0.00000E+00    14001     1301    3      891 0.321E+04 0.19184E-05  0.27760E+00
   1    0.26753E+00    0.13176E-01    0.22026E+01    0.11570E+02    0.26753E+00
   2    0.28351E+00    0.70045E-02    0.15626E+01    0.93477E+01    0.28351E+00
   3    0.27625E+00    0.43201E-02    0.13987E+01    0.75736E+01    0.27625E+00
