 0.33325E-01 0.88243E-03 0.00000E+00    15001      730    4      262 0.786E+04 0.41100E-06  0.33325E-01
   2    0.37400E-01    0.42546E-02    0.50875E+01    0.57283E+01    0.37400E-01
   3    0.37944E-01    0.45133E-02    0.75228E+01    0.17189E+02    0.37944E-01
   4    0.32880E-01    0.86611E-03    0.23560E+01    0.20244E+01    0.32880E-01
