 0.11653E+04 0.21606E+01 0.00000E+00    30001     1587    4     1583 0.136E+01 0.40519E-02  0.11653E+04
   2    0.11603E+04    0.10206E+02    0.55634E+00    0.31573E+04    0.11603E+04
   3    0.11596E+04    0.48753E+01    0.37605E+00    0.23598E+04    0.11596E+04
   4    0.11669E+04    0.24223E+01    0.26256E+00    0.18409E+04    0.11669E+04
