 0.13706E-03 0.13809E-05 0.00000E+00    30001     2524    4     1052 0.768E+07 0.47573E-09  0.13706E-03
   2    0.13218E-03    0.40812E-05    0.19527E+01    0.49624E-02    0.13218E-03
   3    0.13918E-03    0.27426E-05    0.17625E+01    0.59045E-02    0.13918E-03
   4    0.13701E-03    0.17200E-05    0.15879E+01    0.54443E-02    0.13701E-03
