 0.42037E+00 0.31578E-02 0.00000E+00    30001     1755    4     1750 0.416E+04 0.14587E-05  0.42037E+00
   2    0.41789E+00    0.10366E-01    0.15688E+01    0.11855E+02    0.41789E+00
   3    0.42304E+00    0.79299E-02    0.16766E+01    0.46169E+02    0.42304E+00
   4    0.42010E+00    0.36495E-02    0.10989E+01    0.27792E+02    0.42010E+00
