 0.17410E-05 0.34969E-07 0.00000E+00    14001     1268    3     1263 0.725E+09 0.12090E-10  0.17410E-05
   1    0.20541E-05    0.14831E-06    0.32288E+01    0.79137E-04    0.20541E-05
   2    0.17019E-05    0.43659E-07    0.16224E+01    0.24501E-04    0.17019E-05
   3    0.17409E-05    0.25110E-07    0.12901E+01    0.36075E-04    0.17409E-05
