 0.40668E+00 0.53857E-02 0.00000E+00    14001      987    3      982 0.241E+04 0.28561E-05  0.40668E+00
   1    0.41462E+00    0.11497E-01    0.12401E+01    0.14360E+02    0.41462E+00
   2    0.39567E+00    0.58808E-02    0.93999E+00    0.45524E+01    0.39567E+00
   3    0.41128E+00    0.44413E-02    0.96587E+00    0.50981E+01    0.41128E+00
