 0.40047E+00 0.49010E-02 0.00000E+00    14001      905    3      900 0.225E+04 0.27550E-05  0.40047E+00
   1    0.42206E+00    0.25280E-01    0.26787E+01    0.13053E+02    0.42206E+00
   2    0.41150E+00    0.10521E-01    0.16170E+01    0.17562E+02    0.41150E+00
   3    0.39673E+00    0.50728E-02    0.11437E+01    0.48569E+01    0.39673E+00
