 0.27231E+00 0.53059E-02 0.00000E+00    14001     1268    3      986 0.362E+04 0.18669E-05  0.27231E+00
   1    0.30809E+00    0.17750E-01    0.25766E+01    0.11378E+02    0.30809E+00
   2    0.27480E+00    0.64556E-02    0.14858E+01    0.64258E+01    0.27480E+00
   3    0.26884E+00    0.40536E-02    0.13486E+01    0.66438E+01    0.26884E+00
