 0.28305E+00 0.25439E-02 0.00000E+00    30001     2443    4     1524 0.538E+04 0.98195E-06  0.28305E+00
   2    0.27432E+00    0.70583E-02    0.16273E+01    0.80848E+01    0.27432E+00
   3    0.28707E+00    0.46392E-02    0.14454E+01    0.88196E+01    0.28707E+00
   4    0.28280E+00    0.30109E-02    0.13467E+01    0.11074E+02    0.28280E+00
