 0.28435E+00 0.35039E-02 0.00000E+00    14001     1262    3      999 0.351E+04 0.19799E-05  0.28435E+00
   1    0.28094E+00    0.12691E-01    0.20202E+01    0.58415E+01    0.28094E+00
   2    0.28324E+00    0.71423E-02    0.15948E+01    0.67567E+01    0.28324E+00
   3    0.28511E+00    0.42393E-02    0.13299E+01    0.50489E+01    0.28511E+00
