 0.41370E-04 0.46850E-06 0.00000E+00    30001     2357    4     1146 0.277E+08 0.14292E-09  0.41370E-04
   2    0.40254E-04    0.12255E-05    0.19255E+01    0.11900E-02    0.40254E-04
   3    0.42481E-04    0.87343E-06    0.18390E+01    0.17978E-02    0.42481E-04
   4    0.41160E-04    0.49977E-06    0.15359E+01    0.17536E-02    0.41160E-04
