 0.36491E-03 0.30193E-05 0.00000E+00    62001     5233    5     2764 0.757E+07 0.63627E-09  0.36491E-03
   3    0.35375E-03    0.69238E-05    0.17506E+01    0.12223E-01    0.35375E-03
   4    0.36631E-03    0.60143E-05    0.20768E+01    0.55996E-01    0.36631E-03
   5    0.36649E-03    0.29825E-05    0.14558E+01    0.15154E-01    0.36649E-03
