 0.28508E+00 0.23146E-02 0.00000E+00    30001     2315    4     1852 0.650E+04 0.98927E-06  0.28508E+00
   2    0.28224E+00    0.76026E-02    0.17036E+01    0.92250E+01    0.28224E+00
   3    0.28650E+00    0.45851E-02    0.14314E+01    0.13733E+02    0.28650E+00
   4    0.28491E+00    0.28654E-02    0.12721E+01    0.15052E+02    0.28491E+00
