 0.28634E+00 0.41812E-02 0.00000E+00    14001     1186    3      789 0.276E+04 0.19929E-05  0.28634E+00
   1    0.31633E+00    0.21970E-01    0.31061E+01    0.19864E+02    0.31633E+00
   2    0.28005E+00    0.73624E-02    0.16627E+01    0.13349E+02    0.28005E+00
   3    0.28698E+00    0.42875E-02    0.13363E+01    0.82547E+01    0.28698E+00
