 0.68798E+00 0.96321E-02 0.00000E+00    30001     4345    4      824 0.120E+04 0.23982E-05  0.68798E+00
   2    0.65602E+00    0.19849E-01    0.19136E+01    0.17363E+02    0.65602E+00
   3    0.70015E+00    0.17067E-01    0.21803E+01    0.58060E+02    0.70015E+00
   4    0.69069E+00    0.94471E-02    0.17301E+01    0.39610E+02    0.69069E+00
