 0.11867E-03 0.22916E-05 0.00000E+00    30001     1472    4      437 0.368E+07 0.40967E-09  0.11867E-03
   2    0.12380E-03    0.10627E-04    0.54288E+01    0.18028E-01    0.12380E-03
   3    0.13805E-03    0.19157E-04    0.12411E+02    0.14593E+00    0.13805E-03
   4    0.11799E-03    0.23626E-05    0.25329E+01    0.93149E-02    0.11799E-03
