 0.22430E+00 0.20066E-02 0.00000E+00    30001     2532    4     1432 0.638E+04 0.77851E-06  0.22430E+00
   2    0.22125E+00    0.53508E-02    0.15295E+01    0.45639E+01    0.22125E+00
   3    0.22591E+00    0.37324E-02    0.14778E+01    0.12418E+02    0.22591E+00
   4    0.22421E+00    0.26567E-02    0.14988E+01    0.22816E+02    0.22421E+00
