 0.20071E-03 0.24601E-05 0.00000E+00    30001     2246    4      906 0.451E+07 0.69482E-09  0.20071E-03
   2    0.19413E-03    0.92034E-05    0.29984E+01    0.13733E-01    0.19413E-03
   3    0.20919E-03    0.77203E-05    0.33009E+01    0.48844E-01    0.20919E-03
   4    0.20011E-03    0.27038E-05    0.17091E+01    0.10087E-01    0.20011E-03
