 0.34300E+00 0.34479E-02 0.00000E+00    30001     3116    4     1040 0.303E+04 0.11932E-05  0.34300E+00
   2    0.35478E+00    0.11926E-01    0.21259E+01    0.13261E+02    0.35478E+00
   3    0.33786E+00    0.63605E-02    0.16838E+01    0.12631E+02    0.33786E+00
   4    0.34365E+00    0.43680E-02    0.16078E+01    0.15249E+02    0.34365E+00
