 0.23580E-04 0.15410E-05 0.00000E+00    11719      655    3       87 0.369E+07 0.18710E-09  0.23580E-04
   1    0.43590E-04    0.87385E-05    0.82021E+01    0.84151E-02    0.43590E-04
   2    0.26535E-04    0.23334E-05    0.50882E+01    0.32995E-02    0.26535E-04
   3    0.22551E-04    0.77089E-06    0.27972E+01    0.21823E-02    0.22551E-04
