 0.40023E+00 0.43676E-02 0.00000E+00    14001      940    3      935 0.234E+04 0.27759E-05  0.40023E+00
   1    0.42992E+00    0.33396E-01    0.34739E+01    0.19253E+02    0.42992E+00
   2    0.39926E+00    0.94841E-02    0.15024E+01    0.12897E+02    0.39926E+00
   3    0.39973E+00    0.49738E-02    0.11129E+01    0.60775E+01    0.39973E+00
