 0.39690E+00 0.45992E-02 0.00000E+00    14001      929    3      924 0.233E+04 0.27818E-05  0.39690E+00
   1    0.38760E+00    0.30021E-01    0.34638E+01    0.19894E+02    0.38760E+00
   2    0.38576E+00    0.93435E-02    0.15319E+01    0.65663E+01    0.38576E+00
   3    0.40058E+00    0.53645E-02    0.11978E+01    0.84778E+01    0.40058E+00
