 0.37815E+00 0.45417E-02 0.00000E+00    14001      906    3      901 0.238E+04 0.26099E-05  0.37815E+00
   1    0.36005E+00    0.26782E-01    0.33265E+01    0.19921E+02    0.36005E+00
   2    0.39159E+00    0.10631E-01    0.17170E+01    0.11846E+02    0.39159E+00
   3    0.37582E+00    0.46837E-02    0.11147E+01    0.47385E+01    0.37582E+00
