 0.22393E+00 0.28149E-02 0.00000E+00    14001     1174    3      711 0.318E+04 0.15487E-05  0.22393E+00
   1    0.24070E+00    0.14652E-01    0.27223E+01    0.83471E+01    0.24070E+00
   2    0.22363E+00    0.54906E-02    0.15528E+01    0.70670E+01    0.22363E+00
   3    0.22302E+00    0.33621E-02    0.13484E+01    0.53082E+01    0.22302E+00
