 0.11658E+01 0.10440E-01 0.00000E+00    30001     3403    4     1294 0.111E+04 0.40370E-05  0.11658E+01
   2    0.11663E+01    0.29240E-01    0.15856E+01    0.51393E+02    0.11663E+01
   3    0.11736E+01    0.21211E-01    0.16165E+01    0.95568E+02    0.11736E+01
   4    0.11626E+01    0.13151E-01    0.14308E+01    0.81360E+02    0.11626E+01
