 0.11602E+01 0.14242E-01 0.00000E+00   254001    16547    7      756 0.652E+03 0.49729E-06  0.11602E+01
   5    0.11595E+01    0.27788E-01    0.42870E+01    0.31586E+03    0.11595E+01
   6    0.11945E+01    0.22815E-01    0.48319E+01    0.32079E+03    0.11945E+01
   7    0.11458E+01    0.14318E-01    0.44709E+01    0.41087E+03    0.11458E+01
