 0.22127E+00 0.25267E-02 0.00000E+00    14001     1092    3     1087 0.491E+04 0.15375E-05  0.22127E+00
   1    0.20933E+00    0.14881E-01    0.31792E+01    0.13962E+02    0.20933E+00
   2    0.22217E+00    0.51916E-02    0.14779E+01    0.55551E+01    0.22217E+00
   3    0.22139E+00    0.29481E-02    0.11910E+01    0.38964E+01    0.22139E+00
