 0.40157E+00 0.50303E-02 0.00000E+00    14001     1781    3      934 0.233E+04 0.28110E-05  0.40157E+00
   1    0.38117E+00    0.14886E-01    0.17465E+01    0.53687E+01    0.38117E+00
   2    0.40093E+00    0.95731E-02    0.15101E+01    0.11898E+02    0.40093E+00
   3    0.40479E+00    0.60381E-02    0.13342E+01    0.10247E+02    0.40479E+00
