 0.48588E-04 0.52106E-06 0.00000E+00    30001     2964    4     1164 0.240E+08 0.16955E-09  0.48588E-04
   2    0.48632E-04    0.18361E-05    0.23879E+01    0.24282E-02    0.48632E-04
   3    0.47952E-04    0.10117E-05    0.18870E+01    0.19061E-02    0.47952E-04
   4    0.48832E-04    0.64413E-06    0.16685E+01    0.14226E-02    0.48832E-04
