 0.26667E+00 0.16270E-02 0.00000E+00    30001     1940    4     1935 0.726E+04 0.92791E-06  0.26667E+00
   2    0.26983E+00    0.61914E-02    0.14512E+01    0.54678E+01    0.26983E+00
   3    0.26400E+00    0.33475E-02    0.11341E+01    0.44262E+01    0.26400E+00
   4    0.26724E+00    0.19519E-02    0.92388E+00    0.31120E+01    0.26724E+00
