 0.14861E-05 0.24611E-07 0.00000E+00    30001     2985    4     1592 0.107E+10 0.51899E-11  0.14861E-05
   2    0.13745E-05    0.50732E-07    0.23344E+01    0.85985E-04    0.13745E-05
   3    0.14983E-05    0.34569E-07    0.20636E+01    0.12703E-03    0.14983E-05
   4    0.14947E-05    0.18055E-07    0.15279E+01    0.47116E-04    0.14947E-05
