 0.26586E+00 0.16218E-02 0.00000E+00    30001     1850    4     1845 0.694E+04 0.92547E-06  0.26586E+00
   2    0.26403E+00    0.60839E-02    0.14573E+01    0.61677E+01    0.26403E+00
   3    0.26461E+00    0.31634E-02    0.10693E+01    0.31595E+01    0.26461E+00
   4    0.26654E+00    0.19871E-02    0.94303E+00    0.77097E+01    0.26654E+00
