 1   1
 2  -1
 3   1
 4   1
 5   1
 6   1
 7   1
 8   1
 9   1
10   1
11   1
12   1
13  -1
14  -1
15  -3
16  -4
17  -5
18  -6
19  -7
20  -8
21  -9
22 -10
23 -11
24 -12
25   1
26   1
27   1
28   1
29   1
30   1
31   1
32   1
33   1
34   1
35 -25
36 -26
37 -27
38 -28
39 -29
40 -30
41 -31
42 -32
43 -33
44 -34
45   1
46 -45
47   1
48 -47
49   1
50 -49
51   1
52 -51
53   1
54 -53
55   1
56 -55
57   1
58   1
59   1
60   1
61   1
62   1
63   1
64   1
65   1
66   1
