 0.42030E+00 0.52661E-02 0.00000E+00    14001     1952    3      817 0.194E+04 0.29214E-05  0.42030E+00
   1    0.42132E+00    0.19317E-01    0.20505E+01    0.14675E+02    0.42132E+00
   2    0.41910E+00    0.10113E-01    0.15260E+01    0.90057E+01    0.41910E+00
   3    0.42068E+00    0.65092E-02    0.13839E+01    0.10825E+02    0.42068E+00
