 0.84688E-04 0.89680E-06 0.00000E+00    30001     2829    4      931 0.110E+08 0.29296E-09  0.84688E-04
   2    0.85696E-04    0.27686E-05    0.20433E+01    0.34913E-02    0.85696E-04
   3    0.85037E-04    0.17649E-05    0.18564E+01    0.37763E-02    0.85037E-04
   4    0.84373E-04    0.11237E-05    0.16846E+01    0.36579E-02    0.84373E-04
