 0.78886E-05 0.93666E-07 0.00000E+00    30001     3007    4     1359 0.172E+09 0.27690E-10  0.78886E-05
   2    0.77910E-05    0.29124E-06    0.23642E+01    0.37884E-03    0.77910E-05
   3    0.76703E-05    0.16809E-06    0.19601E+01    0.44000E-03    0.76703E-05
   4    0.79746E-05    0.10217E-06    0.16206E+01    0.36686E-03    0.79746E-05
