 0.43758E-04 0.54579E-06 0.00000E+00    30001     3000    4     1291 0.295E+08 0.15370E-09  0.43758E-04
   2    0.43646E-04    0.14899E-05    0.21590E+01    0.18490E-02    0.43646E-04
   3    0.42500E-04    0.86224E-06    0.18146E+01    0.20226E-02    0.42500E-04
   4    0.44267E-04    0.56207E-06    0.16061E+01    0.19742E-02    0.44267E-04
