 0.92990E-05 0.85910E-06 0.00000E+00    11922      611    3       63 0.677E+07 0.75492E-10  0.92990E-05
   1    0.64120E-05    0.98836E-06    0.63610E+01    0.79733E-03    0.64120E-05
   2    0.11506E-04    0.14234E-05    0.72200E+01    0.26419E-02    0.11506E-04
   3    0.92565E-05    0.40061E-06    0.35720E+01    0.13466E-02    0.92565E-05
