 0.37156E+00 0.55242E-02 0.00000E+00    14001      984    3      980 0.264E+04 0.26085E-05  0.37156E+00
   1    0.36142E+00    0.31231E-01    0.38645E+01    0.38641E+02    0.36142E+00
   2    0.35710E+00    0.87625E-02    0.15519E+01    0.75627E+01    0.35710E+00
   3    0.37562E+00    0.47476E-02    0.11305E+01    0.49552E+01    0.37562E+00
