 0.68006E+00 0.11205E-01 0.00000E+00    30001     2935    4      721 0.106E+04 0.23845E-05  0.68006E+00
   2    0.63218E+00    0.23345E-01    0.23355E+01    0.51165E+02    0.63218E+00
   3    0.67899E+00    0.13980E-01    0.18416E+01    0.36329E+02    0.67899E+00
   4    0.68673E+00    0.91370E-02    0.16830E+01    0.39882E+02    0.68673E+00
