 0.22646E+00 0.27815E-02 0.00000E+00    14001     1335    3     1084 0.479E+04 0.15804E-05  0.22646E+00
   1    0.22252E+00    0.94364E-02    0.18965E+01    0.42371E+01    0.22252E+00
   2    0.22450E+00    0.58100E-02    0.16368E+01    0.65870E+01    0.22450E+00
   3    0.22758E+00    0.33630E-02    0.13217E+01    0.45501E+01    0.22758E+00
