 0.22552E+00 0.28989E-02 0.00000E+00    14001     1215    3      761 0.337E+04 0.15660E-05  0.22552E+00
   1    0.22577E+00    0.10247E-01    0.20299E+01    0.44762E+01    0.22577E+00
   2    0.22547E+00    0.57170E-02    0.16036E+01    0.81746E+01    0.22547E+00
   3    0.22551E+00    0.35605E-02    0.14122E+01    0.11644E+02    0.22551E+00
