 0.42307E+00 0.48527E-02 0.00000E+00    14001     1474    3     1086 0.257E+04 0.29141E-05  0.42307E+00
   1    0.42677E+00    0.16589E-01    0.17383E+01    0.12987E+02    0.42677E+00
   2    0.43121E+00    0.10022E-01    0.14699E+01    0.16422E+02    0.43121E+00
   3    0.41963E+00    0.58831E-02    0.12540E+01    0.16826E+02    0.41963E+00
