 0.11434E-26 0.78663E-28 0.00000E+00    31001     1758    5       83 0.726E+29 0.73646E-32  0.11434E-26
   3    0.86478E-27    0.10031E-27    0.73359E+01    0.21796E-24    0.86478E-27
   4    0.11306E-26    0.91283E-28    0.72212E+01    0.37102E-24    0.11306E-26
   5    0.11783E-26    0.46221E-28    0.49617E+01    0.36098E-24    0.11783E-26
