 0.22106E+00 0.27531E-02 0.00000E+00    14001     1328    3      817 0.370E+04 0.15469E-05  0.22106E+00
   1    0.20982E+00    0.94999E-02    0.20249E+01    0.44331E+01    0.20982E+00
   2    0.22011E+00    0.52495E-02    0.15083E+01    0.37794E+01    0.22011E+00
   3    0.22276E+00    0.34368E-02    0.13799E+01    0.58213E+01    0.22276E+00
