 0.22884E+00 0.19865E-02 0.00000E+00    30001     2498    4     1334 0.583E+04 0.80017E-06  0.22884E+00
   2    0.22493E+00    0.52373E-02    0.14726E+01    0.41010E+01    0.22493E+00
   3    0.22703E+00    0.39761E-02    0.15665E+01    0.11366E+02    0.22703E+00
   4    0.23045E+00    0.25502E-02    0.13998E+01    0.92919E+01    0.23045E+00
