 0.22565E+00 0.20016E-02 0.00000E+00    30001     2575    4     1903 0.843E+04 0.78569E-06  0.22565E+00
   2    0.22163E+00    0.52497E-02    0.14981E+01    0.64316E+01    0.22163E+00
   3    0.22651E+00    0.58947E-02    0.23276E+01    0.38094E+02    0.22651E+00
   4    0.22628E+00    0.23276E-02    0.13012E+01    0.67527E+01    0.22628E+00
