 0.13195E-02 0.13333E-04 0.00000E+00    30001     4021    4     1535 0.116E+07 0.46117E-08  0.13195E-02
   2    0.12781E-02    0.42363E-04    0.20963E+01    0.47874E-01    0.12781E-02
   3    0.13120E-02    0.26628E-04    0.18153E+01    0.43797E-01    0.13120E-02
   4    0.13282E-02    0.16529E-04    0.15742E+01    0.36572E-01    0.13282E-02
