 0.39549E+00 0.45992E-02 0.00000E+00    14001     1006    3     1001 0.253E+04 0.27393E-05  0.39549E+00
   1    0.40708E+00    0.22861E-01    0.25115E+01    0.13641E+02    0.40708E+00
   2    0.39649E+00    0.94209E-02    0.15028E+01    0.46621E+01    0.39649E+00
   3    0.39446E+00    0.54153E-02    0.12279E+01    0.81689E+01    0.39446E+00
