 0.38230E+00 0.42416E-02 0.00000E+00    14001     1012    3     1007 0.263E+04 0.26659E-05  0.38230E+00
   1    0.38803E+00    0.23506E-01    0.27092E+01    0.11480E+02    0.38803E+00
   2    0.37661E+00    0.85809E-02    0.14410E+01    0.41026E+01    0.37661E+00
   3    0.38389E+00    0.49873E-02    0.11620E+01    0.74849E+01    0.38389E+00
