 0.42741E-04 0.64001E-06 0.00000E+00    30001     2413    4      922 0.216E+08 0.14899E-09  0.42741E-04
   2    0.40246E-04    0.13270E-05    0.20854E+01    0.18430E-02    0.40246E-04
   3    0.43281E-04    0.85914E-06    0.17754E+01    0.19764E-02    0.43281E-04
   4    0.42909E-04    0.57861E-06    0.17057E+01    0.36584E-02    0.42909E-04
