 0.26305E+00 0.28706E-02 0.00000E+00    14001     1027    3     1022 0.389E+04 0.18200E-05  0.26305E+00
   1    0.27028E+00    0.13482E-01    0.22309E+01    0.84741E+01    0.27028E+00
   2    0.26491E+00    0.64144E-02    0.15314E+01    0.78729E+01    0.26491E+00
   3    0.26208E+00    0.33047E-02    0.11278E+01    0.28166E+01    0.26208E+00
