 0.27824E+00 0.22584E-02 0.00000E+00    30001     2490    4     2160 0.776E+04 0.95945E-06  0.27824E+00
   2    0.28726E+00    0.92637E-02    0.20396E+01    0.22653E+02    0.28726E+00
   3    0.28092E+00    0.44269E-02    0.14095E+01    0.84368E+01    0.28092E+00
   4    0.27632E+00    0.27374E-02    0.12531E+01    0.64305E+01    0.27632E+00
