 0.27718E+00 0.45472E-02 0.00000E+00    14001     1275    3      881 0.318E+04 0.19523E-05  0.27718E+00
   1    0.26488E+00    0.14723E-01    0.24858E+01    0.15209E+02    0.26488E+00
   2    0.26783E+00    0.70537E-02    0.16657E+01    0.80698E+01    0.26783E+00
   3    0.28113E+00    0.42293E-02    0.13456E+01    0.67973E+01    0.28113E+00
